feature_name,event_name,aggregation_type,aggregation_field,price_per_unit,updated_price_per_unit,cost_sheet
openai-modeling-completion-gpt-4.1-cachedPromptTokens,openai-modeling-completion-gpt-4.1,SUM,cachedPromptTokens,0.000000500000000,,0.000000470000000
openai-modeling-completion-gpt-4o-audio-preview-cacheCreationInputTokens,openai-modeling-completion-gpt-4o-audio-preview,SUM,cacheCreationInputTokens,0.000000500000000,,0.000000470000000
openai-modeling-gpt-3.5-turbo-0125-promptTokens,openai-modeling-gpt-3.5-turbo-0125,SUM,promptTokens,0.000000500000000,,0.000000470000000
openai-modeling-gpt-3.5-turbo-promptTokens,openai-modeling-gpt-3.5-turbo,SUM,promptTokens,0.000000500000000,,0.000000470000000
openai-modeling-gpt-4.1-cachedPromptTokens,openai-modeling-gpt-4.1,SUM,cachedPromptTokens,0.000000500000000,,0.000000470000000
openai-modeling-gpt-4o-audio-preview-cacheCreationInputTokens,openai-modeling-gpt-4o-audio-preview,SUM,cacheCreationInputTokens,0.000000500000000,,0.000000470000000
openai-voicemail-detection-gpt-3.5-turbo-0125-promptTokens,openai-voicemail-detection-gpt-3.5-turbo-0125,SUM,promptTokens,0.000000500000000,,0.000000470000000
openai-voicemail-detection-gpt-3.5-turbo-promptTokens,openai-voicemail-detection-gpt-3.5-turbo,SUM,promptTokens,0.000000500000000,,0.000000470000000
openai-voicemail-detection-gpt-4.1-cachedPromptTokens,openai-voicemail-detection-gpt-4.1,SUM,cachedPromptTokens,0.000000500000000,,0.000000470000000
openai-voicemail-detection-gpt-4o-audio-preview-cacheCreationInputTokens,openai-voicemail-detection-gpt-4o-audio-preview,SUM,cacheCreationInputTokens,0.000000500000000,,0.000000470000000
google-knowledge-base-gemini-2.5-flash-lite-completionTokens,google-knowledge-base-gemini-2.5-flash-lite,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-knowledge-base-gemini-2.5-flash-lite-preview-06-17-completionTokens,google-knowledge-base-gemini-2.5-flash-lite-preview-06-17,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-modeling-completion-gemini-2.0-flash-001-completionTokens,google-modeling-completion-gemini-2.0-flash-001,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-modeling-completion-gemini-2.0-flash-completionTokens,google-modeling-completion-gemini-2.0-flash,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-modeling-completion-gemini-2.0-flash-latest-completionTokens,google-modeling-completion-gemini-2.0-flash-latest,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-modeling-completion-gemini-2.5-flash-lite-completionTokens,google-modeling-completion-gemini-2.5-flash-lite,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-modeling-completion-gemini-2.5-flash-lite-preview-06-17-completionTokens,google-modeling-completion-gemini-2.5-flash-lite-preview-06-17,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-modeling-completionTokens,google-modeling,SUM,completionTokens,0.000000400000000,,
google-modeling-gemini-2.0-flash-001-completionTokens,google-modeling-gemini-2.0-flash-001,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-modeling-gemini-2.0-flash-completionTokens,google-modeling-gemini-2.0-flash,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-modeling-gemini-2.0-flash-latest-completionTokens,google-modeling-gemini-2.0-flash-latest,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-modeling-gemini-2.5-flash-lite-completionTokens,google-modeling-gemini-2.5-flash-lite,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-modeling-gemini-2.5-flash-lite-preview-06-17-completionTokens,google-modeling-gemini-2.5-flash-lite-preview-06-17,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-voicemail-detection-gemini-2.0-flash-001-completionTokens,google-voicemail-detection-gemini-2.0-flash-001,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-voicemail-detection-gemini-2.0-flash-completionTokens,google-voicemail-detection-gemini-2.0-flash,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-voicemail-detection-gemini-2.0-flash-latest-completionTokens,google-voicemail-detection-gemini-2.0-flash-latest,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-voicemail-detection-gemini-2.5-flash-candidatesAudioTokens,google-voicemail-detection-gemini-2.5-flash,SUM,candidatesAudioTokens,0.000000400000000,,0.000000360000000
google-voicemail-detection-gemini-2.5-flash-candidatesTextTokens,google-voicemail-detection-gemini-2.5-flash,SUM,candidatesTextTokens,0.000000400000000,,0.000000360000000
google-voicemail-detection-gemini-2.5-flash-lite-completionTokens,google-voicemail-detection-gemini-2.5-flash-lite,SUM,completionTokens,0.000000400000000,,0.000000360000000
google-voicemail-detection-gemini-2.5-flash-lite-preview-06-17-completionTokens,google-voicemail-detection-gemini-2.5-flash-lite-preview-06-17,SUM,completionTokens,0.000000400000000,,0.000000360000000
openai-knowledge-base-gpt-4.1-mini-promptTokens,openai-knowledge-base-gpt-4.1-mini,SUM,promptTokens,0.000000400000000,,0.000000376000000
openai-knowledge-base-gpt-4.1-nano-completionTokens,openai-knowledge-base-gpt-4.1-nano,SUM,completionTokens,0.000000400000000,,0.000000376000000
openai-knowledge-base-gpt-5-nano-completionTokens,openai-knowledge-base-gpt-5-nano,SUM,completionTokens,0.000000400000000,,0.000000376000000
openai-knowledge-base-gpt-realtime-2025-08-28-cachedPromptTokens,openai-knowledge-base-gpt-realtime-2025-08-28,SUM,cachedPromptTokens,0.000000400000000,,0.000000376000000
openai-modeling-completion-gpt-4.1-mini-promptTokens,openai-modeling-completion-gpt-4.1-mini,SUM,promptTokens,0.000000400000000,,0.000000376000000
openai-modeling-completion-gpt-4.1-nano-completionTokens,openai-modeling-completion-gpt-4.1-nano,SUM,completionTokens,0.000000400000000,,0.000000376000000
openai-modeling-completion-gpt-4o-audio-preview-candidatesAudioTokens,openai-modeling-completion-gpt-4o-audio-preview,SUM,candidatesAudioTokens,0.000000400000000,,0.000000376000000
openai-modeling-completion-gpt-4o-audio-preview-candidatesTextTokens,openai-modeling-completion-gpt-4o-audio-preview,SUM,candidatesTextTokens,0.000000400000000,,0.000000376000000
openai-modeling-completion-gpt-5-nano-completionTokens,openai-modeling-completion-gpt-5-nano,SUM,completionTokens,0.000000400000000,,0.000000376000000
openai-modeling-completion-gpt-realtime-2025-08-28-cachedPromptTokens,openai-modeling-completion-gpt-realtime-2025-08-28,SUM,cachedPromptTokens,0.000000400000000,,0.000000376000000
openai-modeling-gpt-4.1-mini-promptTokens,openai-modeling-gpt-4.1-mini,SUM,promptTokens,0.000000400000000,,0.000000376000000
openai-modeling-gpt-4.1-nano-completionTokens,openai-modeling-gpt-4.1-nano,SUM,completionTokens,0.000000400000000,,0.000000376000000
openai-modeling-gpt-4o-audio-preview-candidatesAudioTokens,openai-modeling-gpt-4o-audio-preview,SUM,candidatesAudioTokens,0.000000400000000,,0.000000376000000
openai-modeling-gpt-4o-audio-preview-candidatesTextTokens,openai-modeling-gpt-4o-audio-preview,SUM,candidatesTextTokens,0.000000400000000,,0.000000376000000
openai-modeling-gpt-5-nano-completionTokens,openai-modeling-gpt-5-nano,SUM,completionTokens,0.000000400000000,,0.000000376000000
openai-modeling-gpt-realtime-2025-08-28-cachedPromptTokens,openai-modeling-gpt-realtime-2025-08-28,SUM,cachedPromptTokens,0.000000400000000,,0.000000376000000
openai-voicemail-detection-gpt-4.1-mini-promptTokens,openai-voicemail-detection-gpt-4.1-mini,SUM,promptTokens,0.000000400000000,,0.000000376000000
openai-voicemail-detection-gpt-4.1-nano-completionTokens,openai-voicemail-detection-gpt-4.1-nano,SUM,completionTokens,0.000000400000000,,0.000000376000000
openai-voicemail-detection-gpt-4o-audio-preview-candidatesAudioTokens,openai-voicemail-detection-gpt-4o-audio-preview,SUM,candidatesAudioTokens,0.000000400000000,,0.000000376000000
openai-voicemail-detection-gpt-4o-audio-preview-candidatesTextTokens,openai-voicemail-detection-gpt-4o-audio-preview,SUM,candidatesTextTokens,0.000000400000000,,0.000000376000000
openai-voicemail-detection-gpt-5-nano-completionTokens,openai-voicemail-detection-gpt-5-nano,SUM,completionTokens,0.000000400000000,,0.000000376000000
openai-voicemail-detection-gpt-realtime-2025-08-28-cachedPromptTokens,openai-voicemail-detection-gpt-realtime-2025-08-28,SUM,cachedPromptTokens,0.000000400000000,,0.000000376000000
google-modeling-completion-gemini-2.5-flash-cacheCreationInputTokens,google-modeling-completion-gemini-2.5-flash,SUM,cacheCreationInputTokens,0.000000375000000,,0.000000337500000
google-modeling-completion-gemini-2.5-flash-preview-04-17-cacheCreationInputTokens,google-modeling-completion-gemini-2.5-flash-preview-04-17,SUM,cacheCreationInputTokens,0.000000375000000,,0.000000337500000
google-modeling-gemini-2.5-flash-cacheCreationInputTokens,google-modeling-gemini-2.5-flash,SUM,cacheCreationInputTokens,0.000000375000000,,0.000000337500000
google-modeling-gemini-2.5-flash-preview-04-17-cacheCreationInputTokens,google-modeling-gemini-2.5-flash-preview-04-17,SUM,cacheCreationInputTokens,0.000000375000000,,0.000000337500000
vapi-smallest-call-service,vapi-smallest-call-service,SUM,billable_value,0.000000333333333,,
google-modeling-completion-gemini-1.5-pro-001-cachedPromptTokens,google-modeling-completion-gemini-1.5-pro-001,SUM,cachedPromptTokens,0.000000312500000,,
google-modeling-completion-gemini-1.5-pro-001-cacheReadInputTokens,google-modeling-completion-gemini-1.5-pro-001,SUM,cacheReadInputTokens,0.000000312500000,,
google-modeling-completion-gemini-1.5-pro-002-cachedPromptTokens,google-modeling-completion-gemini-1.5-pro-002,SUM,cachedPromptTokens,0.000000312500000,,
google-modeling-completion-gemini-1.5-pro-002-cacheReadInputTokens,google-modeling-completion-gemini-1.5-pro-002,SUM,cacheReadInputTokens,0.000000312500000,,
google-modeling-completion-gemini-1.5-pro-cachedPromptTokens,google-modeling-completion-gemini-1.5-pro,SUM,cachedPromptTokens,0.000000312500000,,
google-modeling-completion-gemini-1.5-pro-cacheReadInputTokens,google-modeling-completion-gemini-1.5-pro,SUM,cacheReadInputTokens,0.000000312500000,,
google-modeling-completion-gemini-1.5-pro-latest-cachedPromptTokens,google-modeling-completion-gemini-1.5-pro-latest,SUM,cachedPromptTokens,0.000000312500000,,
google-modeling-completion-gemini-1.5-pro-latest-cacheReadInputTokens,google-modeling-completion-gemini-1.5-pro-latest,SUM,cacheReadInputTokens,0.000000312500000,,
google-modeling-completion-gemini-2.5-pro-cachedPromptTokens,google-modeling-completion-gemini-2.5-pro,SUM,cachedPromptTokens,0.000000312500000,,0.000000281250000
google-modeling-completion-gemini-2.5-pro-cacheReadInputTokens,google-modeling-completion-gemini-2.5-pro,SUM,cacheReadInputTokens,0.000000312500000,,0.000000281250000
google-modeling-completion-gemini-2.5-pro-preview-05-06-cachedPromptTokens,google-modeling-completion-gemini-2.5-pro-preview-05-06,SUM,cachedPromptTokens,0.000000312500000,,0.000000281250000
google-modeling-completion-gemini-2.5-pro-preview-05-06-cacheReadInputTokens,google-modeling-completion-gemini-2.5-pro-preview-05-06,SUM,cacheReadInputTokens,0.000000312500000,,0.000000281250000
google-modeling-completion-gemini-2.5-pro-preview-06-05-cachedPromptTokens,google-modeling-completion-gemini-2.5-pro-preview-06-05,SUM,cachedPromptTokens,0.000000312500000,,0.000000281250000
google-modeling-completion-gemini-2.5-pro-preview-06-05-cacheReadInputTokens,google-modeling-completion-gemini-2.5-pro-preview-06-05,SUM,cacheReadInputTokens,0.000000312500000,,0.000000281250000
google-modeling-gemini-1.5-pro-001-cachedPromptTokens,google-modeling-gemini-1.5-pro-001,SUM,cachedPromptTokens,0.000000312500000,,
google-modeling-gemini-1.5-pro-001-cacheReadInputTokens,google-modeling-gemini-1.5-pro-001,SUM,cacheReadInputTokens,0.000000312500000,,
google-modeling-gemini-1.5-pro-002-cachedPromptTokens,google-modeling-gemini-1.5-pro-002,SUM,cachedPromptTokens,0.000000312500000,,
google-modeling-gemini-1.5-pro-002-cacheReadInputTokens,google-modeling-gemini-1.5-pro-002,SUM,cacheReadInputTokens,0.000000312500000,,
google-modeling-gemini-1.5-pro-cachedPromptTokens,google-modeling-gemini-1.5-pro,SUM,cachedPromptTokens,0.000000312500000,,
google-modeling-gemini-1.5-pro-cacheReadInputTokens,google-modeling-gemini-1.5-pro,SUM,cacheReadInputTokens,0.000000312500000,,
google-modeling-gemini-1.5-pro-latest-cachedPromptTokens,google-modeling-gemini-1.5-pro-latest,SUM,cachedPromptTokens,0.000000312500000,,
google-modeling-gemini-1.5-pro-latest-cacheReadInputTokens,google-modeling-gemini-1.5-pro-latest,SUM,cacheReadInputTokens,0.000000312500000,,
google-modeling-gemini-2.5-pro-cachedPromptTokens,google-modeling-gemini-2.5-pro,SUM,cachedPromptTokens,0.000000312500000,,0.000000281250000
google-modeling-gemini-2.5-pro-cacheReadInputTokens,google-modeling-gemini-2.5-pro,SUM,cacheReadInputTokens,0.000000312500000,,0.000000281250000
google-modeling-gemini-2.5-pro-preview-05-06-cachedPromptTokens,google-modeling-gemini-2.5-pro-preview-05-06,SUM,cachedPromptTokens,0.000000312500000,,0.000000281250000
google-modeling-gemini-2.5-pro-preview-05-06-cacheReadInputTokens,google-modeling-gemini-2.5-pro-preview-05-06,SUM,cacheReadInputTokens,0.000000312500000,,0.000000281250000
google-modeling-gemini-2.5-pro-preview-06-05-cachedPromptTokens,google-modeling-gemini-2.5-pro-preview-06-05,SUM,cachedPromptTokens,0.000000312500000,,0.000000281250000
google-modeling-gemini-2.5-pro-preview-06-05-cacheReadInputTokens,google-modeling-gemini-2.5-pro-preview-06-05,SUM,cacheReadInputTokens,0.000000312500000,,0.000000281250000
anthropic-knowledge-base-claude-3-5-sonnet-20240620-cacheReadInputTokens,anthropic-knowledge-base-claude-3-5-sonnet-20240620,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-knowledge-base-claude-3-5-sonnet-20241022-cacheReadInputTokens,anthropic-knowledge-base-claude-3-5-sonnet-20241022,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-knowledge-base-claude-3-5-sonnet-latest-cacheReadInputTokens,anthropic-knowledge-base-claude-3-5-sonnet-latest,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-knowledge-base-claude-3-7-sonnet-20250219-cacheReadInputTokens,anthropic-knowledge-base-claude-3-7-sonnet-20250219,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-knowledge-base-claude-3-haiku-20240307-cacheCreationInputTokens,anthropic-knowledge-base-claude-3-haiku-20240307,SUM,cacheCreationInputTokens,0.000000300000000,,0.000000274500000
anthropic-knowledge-base-claude-sonnet-4-20250514-cacheReadInputTokens,anthropic-knowledge-base-claude-sonnet-4-20250514,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-knowledge-base-claude-sonnet-4-5-20251022-cacheReadInputTokens,anthropic-knowledge-base-claude-sonnet-4-5-20251022,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-modeling-claude-3-5-sonnet-20240620-cacheReadInputTokens,anthropic-modeling-claude-3-5-sonnet-20240620,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-modeling-claude-3-5-sonnet-20241022-cacheReadInputTokens,anthropic-modeling-claude-3-5-sonnet-20241022,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-modeling-claude-3-5-sonnet-latest-cacheReadInputTokens,anthropic-modeling-claude-3-5-sonnet-latest,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-modeling-claude-3-7-sonnet-20250219-cacheReadInputTokens,anthropic-modeling-claude-3-7-sonnet-20250219,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-modeling-claude-3-haiku-20240307-cacheCreationInputTokens,anthropic-modeling-claude-3-haiku-20240307,SUM,cacheCreationInputTokens,0.000000300000000,,0.000000274500000
anthropic-modeling-claude-sonnet-4-20250514-cacheReadInputTokens,anthropic-modeling-claude-sonnet-4-20250514,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-modeling-claude-sonnet-4-5-20251022-cacheReadInputTokens,anthropic-modeling-claude-sonnet-4-5-20251022,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-modeling-completion-claude-3-5-sonnet-20240620-cacheReadInputTokens,anthropic-modeling-completion-claude-3-5-sonnet-20240620,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-modeling-completion-claude-3-5-sonnet-20241022-cacheReadInputTokens,anthropic-modeling-completion-claude-3-5-sonnet-20241022,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-modeling-completion-claude-3-5-sonnet-latest-cacheReadInputTokens,anthropic-modeling-completion-claude-3-5-sonnet-latest,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-modeling-completion-claude-3-7-sonnet-20250219-cacheReadInputTokens,anthropic-modeling-completion-claude-3-7-sonnet-20250219,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-modeling-completion-claude-3-haiku-20240307-cacheCreationInputTokens,anthropic-modeling-completion-claude-3-haiku-20240307,SUM,cacheCreationInputTokens,0.000000300000000,,0.000000274500000
anthropic-modeling-completion-claude-sonnet-4-20250514-cacheReadInputTokens,anthropic-modeling-completion-claude-sonnet-4-20250514,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-modeling-completion-claude-sonnet-4-5-20251022-cacheReadInputTokens,anthropic-modeling-completion-claude-sonnet-4-5-20251022,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-voicemail-detection-claude-3-5-sonnet-20240620-cacheReadInputTokens,anthropic-voicemail-detection-claude-3-5-sonnet-20240620,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-voicemail-detection-claude-3-5-sonnet-20241022-cacheReadInputTokens,anthropic-voicemail-detection-claude-3-5-sonnet-20241022,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-voicemail-detection-claude-3-5-sonnet-latest-cacheReadInputTokens,anthropic-voicemail-detection-claude-3-5-sonnet-latest,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-voicemail-detection-claude-3-7-sonnet-20250219-cacheReadInputTokens,anthropic-voicemail-detection-claude-3-7-sonnet-20250219,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-voicemail-detection-claude-3-haiku-20240307-cacheCreationInputTokens,anthropic-voicemail-detection-claude-3-haiku-20240307,SUM,cacheCreationInputTokens,0.000000300000000,,0.000000274500000
anthropic-voicemail-detection-claude-sonnet-4-20250514-cacheReadInputTokens,anthropic-voicemail-detection-claude-sonnet-4-20250514,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
anthropic-voicemail-detection-claude-sonnet-4-5-20251022-cacheReadInputTokens,anthropic-voicemail-detection-claude-sonnet-4-5-20251022,SUM,cacheReadInputTokens,0.000000300000000,,0.000000274500000
google-knowledge-base-gemini-1.5-flash-001-completionTokens,google-knowledge-base-gemini-1.5-flash-001,SUM,completionTokens,0.000000300000000,,
google-knowledge-base-gemini-1.5-flash-002-completionTokens,google-knowledge-base-gemini-1.5-flash-002,SUM,completionTokens,0.000000300000000,,
google-knowledge-base-gemini-1.5-flash-completionTokens,google-knowledge-base-gemini-1.5-flash,SUM,completionTokens,0.000000300000000,,
google-knowledge-base-gemini-2.0-flash-lite-001-completionTokens,google-knowledge-base-gemini-2.0-flash-lite-001,SUM,completionTokens,0.000000300000000,,0.000000270000000
google-knowledge-base-gemini-2.0-flash-lite-completionTokens,google-knowledge-base-gemini-2.0-flash-lite,SUM,completionTokens,0.000000300000000,,0.000000270000000
google-knowledge-base-gemini-2.5-flash-preview-04-17-promptTokens,google-knowledge-base-gemini-2.5-flash-preview-04-17,SUM,promptTokens,0.000000300000000,,0.000000270000000
google-knowledge-base-gemini-2.5-flash-promptTokens,google-knowledge-base-gemini-2.5-flash,SUM,promptTokens,0.000000300000000,,0.000000270000000
google-modeling-completion-gemini-1.5-flash-001-completionTokens,google-modeling-completion-gemini-1.5-flash-001,SUM,completionTokens,0.000000300000000,,
google-modeling-completion-gemini-1.5-flash-002-completionTokens,google-modeling-completion-gemini-1.5-flash-002,SUM,completionTokens,0.000000300000000,,
google-modeling-completion-gemini-1.5-flash-completionTokens,google-modeling-completion-gemini-1.5-flash,SUM,completionTokens,0.000000300000000,,
google-modeling-completion-gemini-1.5-flash-latest-completionTokens,google-modeling-completion-gemini-1.5-flash-latest,SUM,completionTokens,0.000000300000000,,
google-modeling-completion-gemini-2.0-flash-lite-001-completionTokens,google-modeling-completion-gemini-2.0-flash-lite-001,SUM,completionTokens,0.000000300000000,,0.000000270000000
google-modeling-completion-gemini-2.0-flash-lite-completionTokens,google-modeling-completion-gemini-2.0-flash-lite,SUM,completionTokens,0.000000300000000,,0.000000270000000
google-modeling-completion-gemini-2.5-flash-preview-04-17-promptTokens,google-modeling-completion-gemini-2.5-flash-preview-04-17,SUM,promptTokens,0.000000300000000,,0.000000270000000
google-modeling-completion-gemini-2.5-flash-promptTokens,google-modeling-completion-gemini-2.5-flash,SUM,promptTokens,0.000000300000000,,0.000000270000000
google-modeling-gemini-1.5-flash-001-completionTokens,google-modeling-gemini-1.5-flash-001,SUM,completionTokens,0.000000300000000,,
google-modeling-gemini-1.5-flash-002-completionTokens,google-modeling-gemini-1.5-flash-002,SUM,completionTokens,0.000000300000000,,
google-modeling-gemini-1.5-flash-completionTokens,google-modeling-gemini-1.5-flash,SUM,completionTokens,0.000000300000000,,
google-modeling-gemini-1.5-flash-latest-completionTokens,google-modeling-gemini-1.5-flash-latest,SUM,completionTokens,0.000000300000000,,
google-modeling-gemini-2.0-flash-lite-001-completionTokens,google-modeling-gemini-2.0-flash-lite-001,SUM,completionTokens,0.000000300000000,,0.000000270000000
google-modeling-gemini-2.0-flash-lite-completionTokens,google-modeling-gemini-2.0-flash-lite,SUM,completionTokens,0.000000300000000,,0.000000270000000
google-modeling-gemini-2.5-flash-preview-04-17-promptTokens,google-modeling-gemini-2.5-flash-preview-04-17,SUM,promptTokens,0.000000300000000,,0.000000270000000
google-modeling-gemini-2.5-flash-promptTokens,google-modeling-gemini-2.5-flash,SUM,promptTokens,0.000000300000000,,0.000000270000000
google-voicemail-detection-gemini-1.5-flash-001-completionTokens,google-voicemail-detection-gemini-1.5-flash-001,SUM,completionTokens,0.000000300000000,,
google-voicemail-detection-gemini-1.5-flash-002-completionTokens,google-voicemail-detection-gemini-1.5-flash-002,SUM,completionTokens,0.000000300000000,,
google-voicemail-detection-gemini-1.5-flash-completionTokens,google-voicemail-detection-gemini-1.5-flash,SUM,completionTokens,0.000000300000000,,
google-voicemail-detection-gemini-1.5-flash-latest-completionTokens,google-voicemail-detection-gemini-1.5-flash-latest,SUM,completionTokens,0.000000300000000,,
google-voicemail-detection-gemini-2.0-flash-lite-001-completionTokens,google-voicemail-detection-gemini-2.0-flash-lite-001,SUM,completionTokens,0.000000300000000,,0.000000270000000
google-voicemail-detection-gemini-2.0-flash-lite-completionTokens,google-voicemail-detection-gemini-2.0-flash-lite,SUM,completionTokens,0.000000300000000,,0.000000270000000
google-voicemail-detection-gemini-2.5-flash-preview-04-17-promptTokens,google-voicemail-detection-gemini-2.5-flash-preview-04-17,SUM,promptTokens,0.000000300000000,,0.000000270000000
google-voicemail-detection-gemini-2.5-flash-promptTokens,google-voicemail-detection-gemini-2.5-flash,SUM,promptTokens,0.000000300000000,,0.000000270000000
google-transcriber-ar-SA,google-transcriber-ar-SA,SUM,billable_value,0.000000266666667,,
google-transcriber-de-DE,google-transcriber-de-DE,SUM,billable_value,0.000000266666667,,
google-transcriber-en-AU,google-transcriber-en-AU,SUM,billable_value,0.000000266666667,,
google-transcriber-en-GB,google-transcriber-en-GB,SUM,billable_value,0.000000266666667,,
google-transcriber-en-IN,google-transcriber-en-IN,SUM,billable_value,0.000000266666667,,
google-transcriber-en-US,google-transcriber-en-US,SUM,billable_value,0.000000266666667,,
google-transcriber-es-ES,google-transcriber-es-ES,SUM,billable_value,0.000000266666667,,
google-transcriber-es-MX,google-transcriber-es-MX,SUM,billable_value,0.000000266666667,,
google-transcriber-es-US,google-transcriber-es-US,SUM,billable_value,0.000000266666667,,
google-transcriber-fr-CA,google-transcriber-fr-CA,SUM,billable_value,0.000000266666667,,
google-transcriber-fr-FR,google-transcriber-fr-FR,SUM,billable_value,0.000000266666667,,
google-transcriber-hi-IN,google-transcriber-hi-IN,SUM,billable_value,0.000000266666667,,
google-transcriber-it-IT,google-transcriber-it-IT,SUM,billable_value,0.000000266666667,,
google-transcriber-ja-JP,google-transcriber-ja-JP,SUM,billable_value,0.000000266666667,,
google-transcriber-ko-KR,google-transcriber-ko-KR,SUM,billable_value,0.000000266666667,,
google-transcriber-nl-NL,google-transcriber-nl-NL,SUM,billable_value,0.000000266666667,,
google-transcriber-pl-PL,google-transcriber-pl-PL,SUM,billable_value,0.000000266666667,,
google-transcriber-pt-BR,google-transcriber-pt-BR,SUM,billable_value,0.000000266666667,,
google-transcriber-pt-PT,google-transcriber-pt-PT,SUM,billable_value,0.000000266666667,,
google-transcriber-ru-RU,google-transcriber-ru-RU,SUM,billable_value,0.000000266666667,,
google-transcriber-th-TH,google-transcriber-th-TH,SUM,billable_value,0.000000266666667,,
google-transcriber-tr-TR,google-transcriber-tr-TR,SUM,billable_value,0.000000266666667,,
google-transcriber-vi-VN,google-transcriber-vi-VN,SUM,billable_value,0.000000266666667,,
google-transcriber-zh-CN,google-transcriber-zh-CN,SUM,billable_value,0.000000266666667,,
google-transcriber-zh-TW,google-transcriber-zh-TW,SUM,billable_value,0.000000266666667,,
anthropic-knowledge-base-claude-3-haiku-20240307-promptTokens,anthropic-knowledge-base-claude-3-haiku-20240307,SUM,promptTokens,0.000000250000000,,0.000000228750000
anthropic-modeling-claude-3-haiku-20240307-promptTokens,anthropic-modeling-claude-3-haiku-20240307,SUM,promptTokens,0.000000250000000,,0.000000228750000
anthropic-modeling-completion-claude-3-haiku-20240307-promptTokens,anthropic-modeling-completion-claude-3-haiku-20240307,SUM,promptTokens,0.000000250000000,,0.000000228750000
anthropic-voicemail-detection-claude-3-haiku-20240307-promptTokens,anthropic-voicemail-detection-claude-3-haiku-20240307,SUM,promptTokens,0.000000250000000,,0.000000228750000
krisp-transcriber,krisp-transcriber,SUM,billable_value,0.000000250000000,,
openai-knowledge-base-gpt-5-mini-promptTokens,openai-knowledge-base-gpt-5-mini,SUM,promptTokens,0.000000250000000,,0.000000235000000
openai-modeling-completion-gpt-5-mini-promptTokens,openai-modeling-completion-gpt-5-mini,SUM,promptTokens,0.000000250000000,,0.000000235000000
openai-modeling-gpt-5-mini-promptTokens,openai-modeling-gpt-5-mini,SUM,promptTokens,0.000000250000000,,0.000000235000000
openai-voicemail-detection-gpt-5-mini-promptTokens,openai-voicemail-detection-gpt-5-mini,SUM,promptTokens,0.000000250000000,,0.000000235000000
gladia-transcriber,gladia-transcriber,SUM,billable_value,0.000000210000000,,
gladia-transcriber-v0,gladia-synthesizer,SUM,billable_value,0.000000210000000,,
google-voicemail-detection-gemini-2.5-flash-cachedPromptAudioTokens,google-voicemail-detection-gemini-2.5-flash,SUM,cachedPromptAudioTokens,0.000000175000000,,0.000000157500000
openai-knowledge-base-gpt-5.2-cachedPromptTokens,openai-knowledge-base-gpt-5.2,SUM,cachedPromptTokens,0.000000175000000,,0.000000164500000
openai-modeling-completion-gpt-4o-audio-preview-cachedPromptAudioTokens,openai-modeling-completion-gpt-4o-audio-preview,SUM,cachedPromptAudioTokens,0.000000175000000,,0.000000164500000
openai-modeling-completion-gpt-5.2-cachedPromptTokens,openai-modeling-completion-gpt-5.2,SUM,cachedPromptTokens,0.000000175000000,,0.000000164500000
